year,block,snow,otc,treatment,tussock,species,growthform,individual,DOYsf,FLB,FLE,FCC,WLC,TS,LD,notes
2011,3,A,O,A.O,I,CARBIG,graminoid,5,125,137,143,218,224,,,
2011,4,A,O,A.O,I,CARBIG,graminoid,1,126,137,147,193,227,242,,
2011,4,A,O,A.O,I,CARBIG,graminoid,2,126,143,147,193,211,239,,
2011,4,A,O,A.O,I,CARBIG,graminoid,3,126,143,147,193,211,239,,
2011,4,A,O,A.O,I,CARBIG,graminoid,4,126,140,147,193,227,246,,
2011,4,A,O,A.O,I,CARBIG,graminoid,5,126,143,157,209,224,239,,
2011,5,A,O,A.O,I,CARBIG,graminoid,1,129,137,143,202,232,246,,
2011,5,A,O,A.O,I,CARBIG,graminoid,2,129,140,147,202,227,246,,
2011,5,A,O,A.O,I,CARBIG,graminoid,3,129,140,143,207,218,,,
2011,5,A,O,A.O,I,CARBIG,graminoid,4,129,,150,209,227,,,original plant dead; marker moved to plant with FLE on DOY 150
2011,5,A,O,A.O,I,CARBIG,graminoid,5,129,140,147,209,227,242,,
2011,1,C,N,C.N,I,CARBIG,graminoid,1,141,143,150,199,216,242,,
2011,1,C,N,C.N,I,CARBIG,graminoid,2,141,140,147,209,218,242,,
2011,1,C,N,C.N,I,CARBIG,graminoid,3,141,143,150,202,237,246,,
2011,1,C,N,C.N,I,CARBIG,graminoid,4,141,145,153,209,224,,,
2011,1,C,N,C.N,I,CARBIG,graminoid,5,141,140,147,211,230,,,
2011,2,C,N,C.N,I,CARBIG,graminoid,1,140,143,153,193,216,242,,
2011,2,C,N,C.N,I,CARBIG,graminoid,2,140,145,150,193,209,242,,
2011,2,C,N,C.N,I,CARBIG,graminoid,3,140,145,153,193,224,242,,
2011,2,C,N,C.N,I,CARBIG,graminoid,4,140,143,153,193,209,239,,
2011,2,C,N,C.N,I,CARBIG,graminoid,5,140,145,153,199,209,239,,
2011,3,C,N,C.N,I,CARBIG,graminoid,1,140,143,150,218,224,239,,
2011,3,C,N,C.N,I,CARBIG,graminoid,2,140,140,147,216,218,239,,
2011,3,C,N,C.N,I,CARBIG,graminoid,3,140,145,150,204,227,242,,
2011,3,C,N,C.N,I,CARBIG,graminoid,4,140,145,150,202,218,242,,
2011,3,C,N,C.N,I,CARBIG,graminoid,5,140,143,145,196,218,,,
2011,4,C,N,C.N,I,CARBIG,graminoid,1,141,143,150,209,227,242,,
2011,4,C,N,C.N,I,CARBIG,graminoid,2,141,145,153,207,232,,,
2011,4,C,N,C.N,I,CARBIG,graminoid,3,141,143,150,214,224,242,,
2011,4,C,N,C.N,I,CARBIG,graminoid,4,141,145,153,202,216,242,,
2011,4,C,N,C.N,I,CARBIG,graminoid,5,141,143,157,216,227,242,,
2011,5,C,N,C.N,I,CARBIG,graminoid,1,141,143,147,199,214,242,,
2011,5,C,N,C.N,I,CARBIG,graminoid,2,141,143,150,199,230,,,
2011,5,C,N,C.N,I,CARBIG,graminoid,3,141,,150,199,214,239,,original plant dead; moved marker to plant with FLE on DOY 150
2011,5,C,N,C.N,I,CARBIG,graminoid,4,141,143,150,196,227,,,
2011,5,C,N,C.N,I,CARBIG,graminoid,5,141,143,150,193,214,242,,
2011,1,C,O,C.O,I,CARBIG,graminoid,1,141,145,150,207,242,,,
2011,1,C,O,C.O,I,CARBIG,graminoid,2,141,143,150,224,234,246,,
2011,1,C,O,C.O,I,CARBIG,graminoid,3,141,143,150,207,216,246,,
2011,1,C,O,C.O,I,CARBIG,graminoid,4,141,143,145,227,234,,,
2011,1,C,O,C.O,I,CARBIG,graminoid,5,141,143,150,218,230,246,,
2011,2,C,O,C.O,I,CARBIG,graminoid,1,140,,150,202,202,246,,original plant dead; moved marker to plant with FLE on DOY 150
2011,2,C,O,C.O,I,CARBIG,graminoid,2,140,143,150,209,242,246,,
2011,2,C,O,C.O,I,CARBIG,graminoid,3,140,145,150,204,224,242,,
2011,2,C,O,C.O,I,CARBIG,graminoid,4,140,145,147,209,232,242,,
2011,2,C,O,C.O,I,CARBIG,graminoid,5,140,147,153,202,224,242,,
2011,3,C,O,C.O,I,CARBIG,graminoid,1,140,,,199,224,239,,moved marker to Carex; see notes for DOY 196
2011,3,C,O,C.O,I,CARBIG,graminoid,2,140,143,147,207,224,246,,
2011,3,C,O,C.O,I,CARBIG,graminoid,3,140,,,209,218,242,,moved marker to Carex; see notes for DOY 196
2011,3,C,O,C.O,I,CARBIG,graminoid,4,140,150,185,209,218,239,,"was the same height for a long time, but finally grew just a little more"
2011,3,C,O,C.O,I,CARBIG,graminoid,5,140,,,196,216,242,,moved marker to Carex; see notes for DOY 196
2011,4,C,O,C.O,I,CARBIG,graminoid,1,141,140,147,207,209,,,
2011,4,C,O,C.O,I,CARBIG,graminoid,2,141,140,147,216,227,242,,
2011,4,C,O,C.O,I,CARBIG,graminoid,3,141,143,150,211,227,242,,
2011,4,C,O,C.O,I,CARBIG,graminoid,4,141,145,150,207,234,242,,
2011,4,C,O,C.O,I,CARBIG,graminoid,5,141,145,157,214,232,242,,
2011,5,C,O,C.O,I,CARBIG,graminoid,1,141,147,150,207,227,,,
2011,5,C,O,C.O,I,CARBIG,graminoid,2,141,147,150,202,227,246,,
2011,5,C,O,C.O,I,CARBIG,graminoid,3,141,143,150,196,218,246,,
2011,5,C,O,C.O,I,CARBIG,graminoid,4,141,145,147,196,227,246,,
2011,5,C,O,C.O,I,CARBIG,graminoid,5,141,,150,209,218,,,original plant dead; moved marker to plant with FLE on DOY 150
2011,1,A,N,A.N,I,CASTET,evergreen shrub,1,126,,,207,207,,,
2011,1,A,N,A.N,I,CASTET,evergreen shrub,2,126,153,,204,204,,,aborted flower
2011,1,A,N,A.N,I,CASTET,evergreen shrub,3,126,153,159,204,204,,,open flower
2011,1,A,N,A.N,I,CASTET,evergreen shrub,4,126,,,204,204,,,
2011,1,A,N,A.N,I,CASTET,evergreen shrub,5,126,,,204,204,,,
2011,2,A,N,A.N,I,CASTET,evergreen shrub,4,126,,,204,204,,,
2011,2,A,N,A.N,I,CASTET,evergreen shrub,5,126,,,204,204,,,
2011,4,A,N,A.N,I,CASTET,evergreen shrub,1,126,,,204,204,,,
2011,4,A,N,A.N,I,CASTET,evergreen shrub,2,126,,,214,214,,,
2011,4,A,N,A.N,I,CASTET,evergreen shrub,3,126,,,204,204,,,
2011,4,A,N,A.N,I,CASTET,evergreen shrub,4,126,,,209,209,,,"FLB not clear if leaves or flowers, so check and change if needed"
2011,4,A,N,A.N,I,CASTET,evergreen shrub,5,126,150,,204,204,,,aborted flower
2011,5,A,N,A.N,I,CASTET,evergreen shrub,1,129,,,204,204,,,
2011,5,A,N,A.N,I,CASTET,evergreen shrub,2,129,157,,204,204,,,aborted flower
2011,5,A,N,A.N,I,CASTET,evergreen shrub,3,129,,,204,204,,,
2011,5,A,N,A.N,I,CASTET,evergreen shrub,4,129,,,204,204,,,
2011,5,A,N,A.N,I,CASTET,evergreen shrub,5,129,157,,204,204,,,aborted flower
2011,2,A,O,A.O,I,CASTET,evergreen shrub,1,126,,,207,207,,,
2011,2,A,O,A.O,I,CASTET,evergreen shrub,2,126,150,,204,204,,,aborted flower
2011,2,A,O,A.O,I,CASTET,evergreen shrub,3,126,,,204,204,,,
2011,2,A,O,A.O,I,CASTET,evergreen shrub,4,126,,,204,204,,,
2011,2,A,O,A.O,I,CASTET,evergreen shrub,5,126,,,207,207,,,
2011,3,A,O,A.O,I,CASTET,evergreen shrub,1,125,,,204,204,,,
2011,3,A,O,A.O,I,CASTET,evergreen shrub,2,125,161,172,221,221,,,open flower
2011,3,A,O,A.O,I,CASTET,evergreen shrub,3,125,153,,209,209,,,aborted flower
2011,3,A,O,A.O,I,CASTET,evergreen shrub,4,125,,,227,227,,,
2011,3,A,O,A.O,I,CASTET,evergreen shrub,5,125,157,167,230,230,,,open flower
2011,5,A,O,A.O,I,CASTET,evergreen shrub,1,129,,,204,204,,,
2011,5,A,O,A.O,I,CASTET,evergreen shrub,2,129,,,204,204,,,
2011,5,A,O,A.O,I,CASTET,evergreen shrub,3,129,,,204,204,,,
2011,5,A,O,A.O,I,CASTET,evergreen shrub,4,129,,,204,204,,,
2011,5,A,O,A.O,I,CASTET,evergreen shrub,5,129,,,204,204,,,
2011,1,C,N,C.N,I,CASTET,evergreen shrub,1,141,153,,207,207,,,aborted flower
2011,1,C,N,C.N,I,CASTET,evergreen shrub,2,141,,,207,207,,,
2011,1,C,N,C.N,I,CASTET,evergreen shrub,3,141,,,207,207,,,
2011,1,C,N,C.N,I,CASTET,evergreen shrub,4,141,,,204,204,,,
2011,1,C,N,C.N,I,CASTET,evergreen shrub,5,141,,,204,204,,,
2011,2,C,N,C.N,I,CASTET,evergreen shrub,4,140,,,204,204,,,
2011,2,C,N,C.N,I,CASTET,evergreen shrub,5,140,,,204,204,,,
2011,4,C,N,C.N,I,CASTET,evergreen shrub,1,141,157,175,207,207,,,FLE was new leaves
2011,4,C,N,C.N,I,CASTET,evergreen shrub,2,141,,,207,207,,,
2011,4,C,N,C.N,I,CASTET,evergreen shrub,3,141,,,207,207,,,
2011,4,C,N,C.N,I,CASTET,evergreen shrub,4,141,157,,204,204,,,
2011,4,C,N,C.N,I,CASTET,evergreen shrub,5,141,153,,211,211,,,aborted flower
2011,5,C,N,C.N,I,CASTET,evergreen shrub,1,141,,,204,204,,,
2011,5,C,N,C.N,I,CASTET,evergreen shrub,2,141,153,,204,204,,,aborted flower
2011,5,C,N,C.N,I,CASTET,evergreen shrub,3,141,157,,204,204,,,aborted flower
2011,5,C,N,C.N,I,CASTET,evergreen shrub,4,141,,,204,204,,,
2011,5,C,N,C.N,I,CASTET,evergreen shrub,5,141,,,204,204,,,
2011,4,C,O,C.O,I,CASTET,evergreen shrub,1,141,,,209,209,,,
2011,4,C,O,C.O,I,CASTET,evergreen shrub,2,141,,,237,237,,,
2011,4,C,O,C.O,I,CASTET,evergreen shrub,3,141,,,207,207,,,
2011,4,C,O,C.O,I,CASTET,evergreen shrub,4,141,,,204,204,,,
2011,4,C,O,C.O,I,CASTET,evergreen shrub,5,141,,,237,237,,,
2011,5,C,O,C.O,I,CASTET,evergreen shrub,1,141,,,204,204,,,
2011,5,C,O,C.O,I,CASTET,evergreen shrub,2,141,,,207,207,,,
2011,5,C,O,C.O,I,CASTET,evergreen shrub,3,141,,,207,207,,,
2011,5,C,O,C.O,I,CASTET,evergreen shrub,4,141,,,204,204,,,
2011,5,C,O,C.O,I,CASTET,evergreen shrub,5,141,,,207,207,,,
2011,1,A,N,A.N,T,ERIVAG,graminoid,1,126,126,145,202,216,,,DOYsf entered as FLB for cottongrass for all plots
2011,1,A,N,A.N,T,ERIVAG,graminoid,2,126,126,150,202,224,,,
2011,1,A,N,A.N,T,ERIVAG,graminoid,3,126,126,147,202,224,,,
2011,1,A,N,A.N,T,ERIVAG,graminoid,4,126,126,145,202,230,,,
2011,1,A,N,A.N,T,ERIVAG,graminoid,5,126,126,145,202,211,,,
2011,2,A,N,A.N,T,ERIVAG,graminoid,1,126,126,145,199,202,,,
2011,2,A,N,A.N,T,ERIVAG,graminoid,2,126,126,145,207,209,,,
2011,2,A,N,A.N,T,ERIVAG,graminoid,3,126,126,145,199,209,,,
2011,2,A,N,A.N,T,ERIVAG,graminoid,4,126,126,145,202,234,,,
2011,2,A,N,A.N,T,ERIVAG,graminoid,5,126,126,143,202,211,,,
2011,3,A,N,A.N,T,ERIVAG,graminoid,1,125,125,145,202,209,,,
2011,3,A,N,A.N,T,ERIVAG,graminoid,2,125,125,150,204,230,,,
2011,3,A,N,A.N,T,ERIVAG,graminoid,3,125,125,145,202,214,,,
2011,3,A,N,A.N,T,ERIVAG,graminoid,4,125,125,145,202,202,,,
2011,3,A,N,A.N,T,ERIVAG,graminoid,5,125,125,145,207,214,,,
2011,4,A,N,A.N,T,ERIVAG,graminoid,1,126,126,145,207,218,,,
2011,4,A,N,A.N,T,ERIVAG,graminoid,2,126,126,145,204,230,,,
2011,4,A,N,A.N,T,ERIVAG,graminoid,3,126,126,145,209,234,,,
2011,4,A,N,A.N,T,ERIVAG,graminoid,4,126,126,145,207,211,,,
2011,4,A,N,A.N,T,ERIVAG,graminoid,5,126,126,145,211,221,,,
2011,5,A,N,A.N,T,ERIVAG,graminoid,1,129,129,145,211,214,,,
2011,5,A,N,A.N,T,ERIVAG,graminoid,2,129,129,143,202,218,,,
2011,5,A,N,A.N,T,ERIVAG,graminoid,3,129,129,143,202,227,,,
2011,5,A,N,A.N,T,ERIVAG,graminoid,4,129,129,143,209,227,,,
2011,5,A,N,A.N,T,ERIVAG,graminoid,5,129,129,145,202,214,,,
2011,1,A,O,A.O,T,ERIVAG,graminoid,1,126,126,143,202,227,,,
2011,1,A,O,A.O,T,ERIVAG,graminoid,2,126,126,145,202,216,,,
2011,1,A,O,A.O,T,ERIVAG,graminoid,3,126,126,145,202,207,,,
2011,1,A,O,A.O,T,ERIVAG,graminoid,4,126,126,145,207,224,,,
2011,1,A,O,A.O,T,ERIVAG,graminoid,5,126,126,145,202,207,,,
2011,2,A,O,A.O,T,ERIVAG,graminoid,1,126,126,145,202,211,,,
2011,2,A,O,A.O,T,ERIVAG,graminoid,2,126,126,145,204,207,,,
2011,2,A,O,A.O,T,ERIVAG,graminoid,3,126,126,147,204,207,,,
2011,2,A,O,A.O,T,ERIVAG,graminoid,4,126,126,145,199,237,,,
2011,2,A,O,A.O,T,ERIVAG,graminoid,5,126,126,147,207,221,,,
2011,3,A,O,A.O,T,ERIVAG,graminoid,1,125,125,145,204,216,,,
2011,3,A,O,A.O,T,ERIVAG,graminoid,2,125,125,145,204,216,,,
2011,3,A,O,A.O,T,ERIVAG,graminoid,3,125,125,145,202,230,,,
2011,3,A,O,A.O,T,ERIVAG,graminoid,4,125,125,145,202,227,,,"marked new individual on DOY 143, because marked plant was carex not cottongrass"
2011,3,A,O,A.O,T,ERIVAG,graminoid,5,125,125,147,204,237,,,
2011,5,A,O,A.O,T,ERIVAG,graminoid,1,129,129,145,202,232,,,
2011,5,A,O,A.O,T,ERIVAG,graminoid,2,129,129,143,211,227,,,
2011,5,A,O,A.O,T,ERIVAG,graminoid,3,129,129,143,199,227,,,
2011,5,A,O,A.O,T,ERIVAG,graminoid,4,129,129,145,204,221,,,
2011,5,A,O,A.O,T,ERIVAG,graminoid,5,129,129,145,199,214,,,
2011,1,C,N,C.N,T,ERIVAG,graminoid,1,141,141,145,199,199,,,
2011,1,C,N,C.N,T,ERIVAG,graminoid,2,141,141,145,199,207,,,
2011,1,C,N,C.N,T,ERIVAG,graminoid,3,141,141,145,202,218,,,
2011,1,C,N,C.N,T,ERIVAG,graminoid,4,141,141,145,202,216,,,
2011,1,C,N,C.N,T,ERIVAG,graminoid,5,141,141,145,214,239,,,
2011,2,C,N,C.N,T,ERIVAG,graminoid,1,140,140,145,204,218,,,
2011,2,C,N,C.N,T,ERIVAG,graminoid,2,140,140,147,202,224,,,
2011,2,C,N,C.N,T,ERIVAG,graminoid,3,140,140,145,209,232,,,
2011,2,C,N,C.N,T,ERIVAG,graminoid,4,140,140,147,202,216,,,
2011,2,C,N,C.N,T,ERIVAG,graminoid,5,140,140,145,204,221,,,
2011,3,C,N,C.N,T,ERIVAG,graminoid,1,140,140,145,202,224,,,
2011,3,C,N,C.N,T,ERIVAG,graminoid,2,140,140,145,196,209,,,
2011,3,C,N,C.N,T,ERIVAG,graminoid,3,140,140,145,193,224,,,
2011,3,C,N,C.N,T,ERIVAG,graminoid,4,140,140,145,207,216,,,
2011,3,C,N,C.N,T,ERIVAG,graminoid,5,140,140,145,196,214,,,
2011,4,C,N,C.N,T,ERIVAG,graminoid,1,141,141,150,204,224,,,
2011,4,C,N,C.N,T,ERIVAG,graminoid,2,141,141,145,204,216,,,
2011,4,C,N,C.N,T,ERIVAG,graminoid,3,141,141,147,202,221,,,
2011,4,C,N,C.N,T,ERIVAG,graminoid,4,141,141,150,211,221,,,
2011,4,C,N,C.N,T,ERIVAG,graminoid,5,141,141,145,202,216,,,
2011,5,C,N,C.N,T,ERIVAG,graminoid,1,141,141,145,207,224,,,
2011,5,C,N,C.N,T,ERIVAG,graminoid,2,141,141,145,204,218,,,
2011,5,C,N,C.N,T,ERIVAG,graminoid,3,141,141,145,207,230,,,
2011,5,C,N,C.N,T,ERIVAG,graminoid,4,141,141,145,193,218,,,
2011,5,C,N,C.N,T,ERIVAG,graminoid,5,141,141,147,204,218,,,
2011,1,C,O,C.O,T,ERIVAG,graminoid,1,141,141,150,202,221,,,
2011,1,C,O,C.O,T,ERIVAG,graminoid,2,141,141,150,202,234,,,
2011,1,C,O,C.O,T,ERIVAG,graminoid,3,141,141,145,204,214,,,
2011,1,C,O,C.O,T,ERIVAG,graminoid,4,141,141,145,209,216,,,
2011,1,C,O,C.O,T,ERIVAG,graminoid,5,141,141,150,202,216,,,
2011,2,C,O,C.O,T,ERIVAG,graminoid,1,140,140,145,202,218,,,
2011,2,C,O,C.O,T,ERIVAG,graminoid,2,140,140,147,218,232,,,
2011,2,C,O,C.O,T,ERIVAG,graminoid,3,140,140,145,207,218,,,
2011,2,C,O,C.O,T,ERIVAG,graminoid,4,140,140,145,216,221,,,
2011,2,C,O,C.O,T,ERIVAG,graminoid,5,140,140,145,202,221,,,
2011,3,C,O,C.O,T,ERIVAG,graminoid,1,140,140,147,199,214,,,
2011,3,C,O,C.O,T,ERIVAG,graminoid,2,140,140,147,202,204,,,
2011,3,C,O,C.O,T,ERIVAG,graminoid,3,140,140,147,202,207,,,
2011,3,C,O,C.O,T,ERIVAG,graminoid,4,140,140,147,218,218,,,
2011,3,C,O,C.O,T,ERIVAG,graminoid,5,140,140,147,199,209,,,
2011,4,C,O,C.O,T,ERIVAG,graminoid,1,141,141,147,218,221,,,
2011,4,C,O,C.O,T,ERIVAG,graminoid,2,141,141,145,216,224,,,
2011,4,C,O,C.O,T,ERIVAG,graminoid,3,141,141,145,211,239,,,
2011,4,C,O,C.O,T,ERIVAG,graminoid,4,141,141,145,204,224,,,
2011,4,C,O,C.O,T,ERIVAG,graminoid,5,141,141,145,207,216,,,
2011,5,C,O,C.O,T,ERIVAG,graminoid,1,141,141,147,218,218,,,
2011,5,C,O,C.O,T,ERIVAG,graminoid,2,141,141,147,214,227,,,
2011,5,C,O,C.O,T,ERIVAG,graminoid,3,141,141,147,204,221,,,
2011,5,C,O,C.O,T,ERIVAG,graminoid,4,141,141,150,207,218,,,
2011,5,C,O,C.O,T,ERIVAG,graminoid,5,141,141,145,204,221,,,
2011,1,A,N,A.N,I,LEDPAL,evergreen shrub,1,126,161,181,224,224,,,
2011,1,A,N,A.N,I,LEDPAL,evergreen shrub,2,126,165,202,211,211,,,
2011,1,A,N,A.N,I,LEDPAL,evergreen shrub,3,126,169,185,209,209,,,
2011,1,A,N,A.N,I,LEDPAL,evergreen shrub,4,126,161,188,207,207,,,
2011,1,A,N,A.N,I,LEDPAL,evergreen shrub,5,126,157,178,214,214,,,
2011,2,A,N,A.N,I,LEDPAL,evergreen shrub,1,126,157,178,204,204,,,
2011,2,A,N,A.N,I,LEDPAL,evergreen shrub,2,126,165,192,209,209,,,
2011,2,A,N,A.N,I,LEDPAL,evergreen shrub,3,126,159,181,207,207,,,
2011,2,A,N,A.N,I,LEDPAL,evergreen shrub,4,126,159,178,204,204,,,
2011,2,A,N,A.N,I,LEDPAL,evergreen shrub,5,126,157,178,209,209,,,
2011,3,A,N,A.N,I,LEDPAL,evergreen shrub,1,125,161,175,207,207,,,
2011,3,A,N,A.N,I,LEDPAL,evergreen shrub,2,125,159,202,204,204,,,
2011,3,A,N,A.N,I,LEDPAL,evergreen shrub,3,125,165,178,204,204,,,"FFB, not FLB"
2011,3,A,N,A.N,I,LEDPAL,evergreen shrub,4,125,159,172,209,209,,,
2011,3,A,N,A.N,I,LEDPAL,evergreen shrub,5,125,157,175,207,207,,,
2011,4,A,N,A.N,I,LEDPAL,evergreen shrub,1,126,159,178,207,207,,,
2011,4,A,N,A.N,I,LEDPAL,evergreen shrub,2,126,169,192,204,204,,,
2011,4,A,N,A.N,I,LEDPAL,evergreen shrub,3,126,159,192,207,207,,,
2011,4,A,N,A.N,I,LEDPAL,evergreen shrub,4,126,161,181,232,232,,,
2011,4,A,N,A.N,I,LEDPAL,evergreen shrub,5,126,157,,218,218,,,
2011,5,A,N,A.N,I,LEDPAL,evergreen shrub,1,129,159,178,209,209,,,
2011,5,A,N,A.N,I,LEDPAL,evergreen shrub,2,129,159,181,211,211,,,
2011,5,A,N,A.N,I,LEDPAL,evergreen shrub,3,129,159,185,204,204,,,
2011,5,A,N,A.N,I,LEDPAL,evergreen shrub,4,129,157,181,204,204,,,
2011,5,A,N,A.N,I,LEDPAL,evergreen shrub,5,129,157,178,211,211,,,
2011,1,A,O,A.O,I,LEDPAL,evergreen shrub,1,126,153,175,209,209,,,
2011,1,A,O,A.O,I,LEDPAL,evergreen shrub,2,126,,,209,209,,,
2011,1,A,O,A.O,I,LEDPAL,evergreen shrub,3,126,159,178,211,211,,,
2011,1,A,O,A.O,I,LEDPAL,evergreen shrub,4,126,165,181,207,207,,,
2011,1,A,O,A.O,I,LEDPAL,evergreen shrub,5,126,157,175,211,211,,,
2011,2,A,O,A.O,I,LEDPAL,evergreen shrub,1,126,161,165,204,204,,,
2011,2,A,O,A.O,I,LEDPAL,evergreen shrub,2,126,157,172,209,209,,,
2011,2,A,O,A.O,I,LEDPAL,evergreen shrub,3,126,157,178,207,207,,,
2011,2,A,O,A.O,I,LEDPAL,evergreen shrub,4,126,157,178,204,204,,,
2011,2,A,O,A.O,I,LEDPAL,evergreen shrub,5,126,161,178,211,211,,,
2011,3,A,O,A.O,I,LEDPAL,evergreen shrub,1,125,159,178,204,204,,,
2011,3,A,O,A.O,I,LEDPAL,evergreen shrub,2,125,159,178,204,204,,,
2011,3,A,O,A.O,I,LEDPAL,evergreen shrub,3,125,157,178,209,209,,,
2011,3,A,O,A.O,I,LEDPAL,evergreen shrub,4,125,157,172,204,204,,,
2011,3,A,O,A.O,I,LEDPAL,evergreen shrub,5,125,157,178,,,,,
2011,4,A,O,A.O,I,LEDPAL,evergreen shrub,1,126,157,188,207,207,,,
2011,4,A,O,A.O,I,LEDPAL,evergreen shrub,2,126,157,185,204,204,,,
2011,4,A,O,A.O,I,LEDPAL,evergreen shrub,3,126,157,178,207,207,,,
2011,4,A,O,A.O,I,LEDPAL,evergreen shrub,4,126,161,188,216,216,,,
2011,4,A,O,A.O,I,LEDPAL,evergreen shrub,5,126,169,181,207,207,,,
2011,5,A,O,A.O,I,LEDPAL,evergreen shrub,1,129,159,185,207,207,,,
2011,5,A,O,A.O,I,LEDPAL,evergreen shrub,2,129,157,172,207,207,,,
2011,5,A,O,A.O,I,LEDPAL,evergreen shrub,3,129,157,175,211,211,,,
2011,5,A,O,A.O,I,LEDPAL,evergreen shrub,4,129,159,172,204,204,,,
2011,5,A,O,A.O,I,LEDPAL,evergreen shrub,5,129,165,175,204,204,,,
2011,1,C,N,C.N,I,LEDPAL,evergreen shrub,1,141,161,199,207,207,,,
2011,1,C,N,C.N,I,LEDPAL,evergreen shrub,2,141,161,178,204,204,,,
2011,1,C,N,C.N,I,LEDPAL,evergreen shrub,3,141,161,185,204,204,,,
2011,1,C,N,C.N,I,LEDPAL,evergreen shrub,4,141,157,199,204,204,,,
2011,1,C,N,C.N,I,LEDPAL,evergreen shrub,5,141,165,175,204,204,,,
2011,2,C,N,C.N,I,LEDPAL,evergreen shrub,1,140,157,181,211,211,,,
2011,2,C,N,C.N,I,LEDPAL,evergreen shrub,2,140,159,181,,,,,
2011,2,C,N,C.N,I,LEDPAL,evergreen shrub,3,140,172,188,204,204,,,
2011,2,C,N,C.N,I,LEDPAL,evergreen shrub,4,140,169,178,207,207,,,
2011,2,C,N,C.N,I,LEDPAL,evergreen shrub,5,140,159,178,204,204,,,
2011,3,C,N,C.N,I,LEDPAL,evergreen shrub,1,140,159,178,204,204,,,
2011,3,C,N,C.N,I,LEDPAL,evergreen shrub,2,140,161,175,211,214,,,
2011,3,C,N,C.N,I,LEDPAL,evergreen shrub,3,140,157,178,218,218,,,
2011,3,C,N,C.N,I,LEDPAL,evergreen shrub,4,140,159,178,204,204,,,
2011,3,C,N,C.N,I,LEDPAL,evergreen shrub,5,140,167,178,204,204,,,
2011,4,C,N,C.N,I,LEDPAL,evergreen shrub,1,141,169,185,234,,,,
2011,4,C,N,C.N,I,LEDPAL,evergreen shrub,2,141,175,185,209,209,,,
2011,4,C,N,C.N,I,LEDPAL,evergreen shrub,3,141,165,188,204,204,,,
2011,4,C,N,C.N,I,LEDPAL,evergreen shrub,4,141,169,185,204,204,,,
2011,4,C,N,C.N,I,LEDPAL,evergreen shrub,5,141,165,178,207,207,,,
2011,5,C,N,C.N,I,LEDPAL,evergreen shrub,1,141,169,178,204,204,,,
2011,5,C,N,C.N,I,LEDPAL,evergreen shrub,2,141,169,181,207,207,,,
2011,5,C,N,C.N,I,LEDPAL,evergreen shrub,3,141,167,185,211,211,,,
2011,5,C,N,C.N,I,LEDPAL,evergreen shrub,4,141,,,227,227,,,
2011,5,C,N,C.N,I,LEDPAL,evergreen shrub,5,141,169,178,209,209,,,
2011,1,C,O,C.O,I,LEDPAL,evergreen shrub,1,141,159,185,216,216,,,
2011,1,C,O,C.O,I,LEDPAL,evergreen shrub,2,141,167,178,204,204,,,
2011,1,C,O,C.O,I,LEDPAL,evergreen shrub,3,141,159,178,204,204,,,
2011,1,C,O,C.O,I,LEDPAL,evergreen shrub,4,141,157,175,204,204,,,
2011,1,C,O,C.O,I,LEDPAL,evergreen shrub,5,141,161,175,204,204,,,
2011,2,C,O,C.O,I,LEDPAL,evergreen shrub,1,140,159,172,204,204,,,
2011,2,C,O,C.O,I,LEDPAL,evergreen shrub,2,140,157,172,207,207,,,
2011,2,C,O,C.O,I,LEDPAL,evergreen shrub,3,140,157,175,204,204,,,
2011,2,C,O,C.O,I,LEDPAL,evergreen shrub,4,140,159,178,214,214,,,
2011,2,C,O,C.O,I,LEDPAL,evergreen shrub,5,140,165,178,207,207,,,
2011,3,C,O,C.O,I,LEDPAL,evergreen shrub,1,140,159,178,204,204,,,
2011,3,C,O,C.O,I,LEDPAL,evergreen shrub,2,140,159,181,204,204,,,
2011,3,C,O,C.O,I,LEDPAL,evergreen shrub,3,140,159,178,204,204,,,
2011,3,C,O,C.O,I,LEDPAL,evergreen shrub,4,140,165,181,207,207,,,
2011,3,C,O,C.O,I,LEDPAL,evergreen shrub,5,140,157,172,204,204,,,
2011,4,C,O,C.O,I,LEDPAL,evergreen shrub,1,141,159,175,214,214,,,
2011,4,C,O,C.O,I,LEDPAL,evergreen shrub,2,141,172,185,207,207,,,
2011,4,C,O,C.O,I,LEDPAL,evergreen shrub,3,141,,,204,204,,,
2011,4,C,O,C.O,I,LEDPAL,evergreen shrub,4,141,159,172,204,204,,,
2011,4,C,O,C.O,I,LEDPAL,evergreen shrub,5,141,161,175,204,204,,,
2011,5,C,O,C.O,I,LEDPAL,evergreen shrub,2,141,161,172,209,209,,,
2011,5,C,O,C.O,I,LEDPAL,evergreen shrub,3,141,159,175,204,204,,,
2011,5,C,O,C.O,I,LEDPAL,evergreen shrub,4,141,175,178,204,204,,,
2011,5,C,O,C.O,I,LEDPAL,evergreen shrub,5,141,159,188,204,204,,,
2011,1,A,N,A.N,I,POLBIS,forb,1,126,159,196,230,232,,,
2011,1,A,N,A.N,I,POLBIS,forb,2,126,157,202,214,227,,,
2011,1,A,N,A.N,I,POLBIS,forb,3,126,153,196,218,232,,,
2011,1,A,N,A.N,I,POLBIS,forb,4,126,161,192,204,227,,,
2011,1,A,N,A.N,I,POLBIS,forb,5,126,157,196,214,232,,,
